AMI_chunks_v4/train/EN2001a_0000_0010_2.wav,none,2,0,none
AMI_chunks_v4/train/EN2001a_0010_0020_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone052.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock010.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam009.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard014.wav // /Users/Admin/Downloads/audio-dev/train/25_001078.wav,3,5,50893 88493 0.05 // 50963 60212 0.5 // 83329 90322 0.4 // 37390 74558 0.65 // 0 160000 0.08
AMI_chunks_v4/train/EN2001a_0060_0070_1.wav,none,1,0,none
AMI_chunks_v4/train/EN2001a_0160_0170_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam006.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone042.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard037.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock002.wav,3,4,84319 91695 0.3 // 68212 84852 0.15 // 45464 77816 0.5 // 72148 86564 0.65
AMI_chunks_v4/train/EN2001a_0290_0300_2.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone044.wav // /Users/Admin/Downloads/audio-dev/train/34_002331.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard012.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock013.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam001.wav,2,5,8202 57802 0.1 // 0 160000 0.01 // 88130 118627 0.5 // 146673 154689 0.65 // 130717 140957 0.2
AMI_chunks_v4/train/EN2001a_0330_0340_1.wav,none,1,0,none
AMI_chunks_v4/train/EN2001a_0400_0410_2.wav,none,2,0,none
AMI_chunks_v4/train/EN2001a_0410_0420_1.wav,none,1,0,none
AMI_chunks_v4/train/EN2001a_0560_0570_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone036.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard035.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock032.wav,3,3,55039 67839 0.1 // 88125 105757 0.8 // 89576 104952 0.5
AMI_chunks_v4/train/EN2001a_0630_0640_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam005.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock027.wav // /Users/Admin/Downloads/audio-dev/train/34_002331.wav,3,3,112280 120632 0.5 // 76897 93057 0.8 // 0 160000 0.04
AMI_chunks_v4/train/EN2001a_0690_0700_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone044.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard009.wav,3,2,22482 72082 0.05 // 69959 101655 0.8
AMI_chunks_v4/train/EN2001a_0830_0840_1.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam008.wav,1,1,69103 75391 0.2
AMI_chunks_v4/train/EN2001a_0890_0900_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam001.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone043.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard037.wav // /Users/Admin/Downloads/audio-dev/train/11_001288.wav,3,4,85614 95854 0.4 // 100802 152002 0.05 // 27754 60106 0.8 // 0 160000 0.04
AMI_chunks_v4/train/EN2001a_0930_0940_3.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam008.wav,3,1,68602 74890 0.2
AMI_chunks_v4/train/EN2001a_0990_1000_2.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard025.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock003.wav // /Users/Admin/Downloads/audio-dev/train/27_002114.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam011.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone042.wav,2,5,107594 145323 0.5 // 30636 42188 0.5 // 0 160000 0.06 // 39833 50058 0.4 // 66355 82995 0.2
AMI_chunks_v4/train/EN2001a_1080_1090_1.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock018.wav // /Users/Admin/Downloads/audio-dev/validate/03_001109.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard037.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone042.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam007.wav,1,5,110097 127553 0.5 // 0 160000 0.06 // 74617 106969 0.65 // 99311 115951 0.2 // 85773 93133 0.5
AMI_chunks_v4/train/EN2001a_1180_1190_1.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam002.wav,1,1,126550 136391 0.4
AMI_chunks_v4/train/EN2001a_1190_1200_1.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam008.wav // /Users/Admin/Downloads/audio-dev/train/32_001593.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone036.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard007.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock010.wav,1,5,125541 131829 0.4 // 0 160000 0.01 // 59265 72065 0.1 // 35178 62250 0.5 // 131566 140815 0.8
AMI_chunks_v4/train/EN2001a_1270_1280_3.wav,none,3,0,none
AMI_chunks_v4/train/EN2001a_1480_1490_1.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam009.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone051.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard014.wav // /Users/Admin/Downloads/audio-dev/train/34_000993.wav,1,4,16011 23004 0.2 // 15830 67670 0.15 // 39724 76892 0.8 // 0 160000 0.01
AMI_chunks_v4/train/EN2001a_1540_1550_1.wav,none,1,0,none
AMI_chunks_v4/train/EN2001a_1550_1560_2.wav,none,2,0,none
AMI_chunks_v4/train/EN2001a_1580_1590_2.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam008.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone052.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard017.wav,2,3,84504 90792 0.5 // 77802 115402 0.1 // 72990 111199 0.8
AMI_chunks_v4/train/EN2001a_1590_1600_1.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/knock013.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone052.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam008.wav // /Users/Admin/Downloads/audio-dev/train/11_001288.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard005.wav,1,5,138245 146261 0.65 // 66865 104465 0.1 // 123710 129998 0.2 // 0 160000 0.04 // 116220 157980 0.5
AMI_chunks_v4/train/EN2001a_1740_1750_4.wav,/Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/doorslam005.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/phone052.wav // /Users/Admin/Downloads/dcase2016_task2_train_dev/dcase2016_task2_train/keyboard025.wav // /Users/Admin/Downloads/audio-dev/train/11_001288.wav,4,4,41019 49371 0.3 // 82313 119913 0.1 // 112093 149822 0.8 // 0 160000 0.06
